row,quality_of_class,difficulty_of_class,thumbs_up,thumbs_down,comment
6,5.0,3.0,0,0,Dr. Kurzman has been one of my favorite professors here at UNC. I have taken 2 classes with him. He is one of the most understanding and kind people you will meet. He is respectful towards everyone in the class and values all student's perspectives. I 10/10 recommend taking any class that he teaches!
7,5.0,2.0,0,0,Dr. Kurzman is a gem. I would not have wanted to take this class with any other professor. He is really knowledgeable and tries to incorporate some kind of activity in each lecture. I will note attendance is mandatory and there are reading notes due before each class. But I honestly felt like I learned so much in this class. 10/10
8,5.0,5.0,0,0,"For this class, readings were accessible and didn't require purchasing textbooks. He is knowledgeable, respectful, and flexible to meet during office hours. He is strict on exams and grading work. He gave great lectures and completed his goals for this class. Preparation and organization in this class are key to passing. Not an essay A."
9,3.0,3.0,0,0,"Prof Kurzman is very knowledgeable about everything we learned in class but is a very tough grader. The mandatory reading notes are easy and a great grade boost. On tests there is only one right answer, so if you don't answer it exactly how he would like you won't get the points. He is very helpful in office hours, especially regarding the 3 papers"
10,3.0,4.0,0,0,Professor Kurzman has very clear guidelines for assignments but is a harsh grader and counts off for the smallest things. Each point you miss off of an assignment is a point off of your final grade. Readings are time consuming and sometimes boring but he is very knowledgeable about the subject and he genuinely care if you learn the material
11,4.0,4.0,0,0,"Professor Kurzman was a solid choice for SOCI250. The class itself is difficult but, he is really caring and is open to questions. There is a lot of work but, it is all purposeful and helps on midterm and final exam. I recommend if you don't mind mandatory class meetings and reading notes due every day (which are not as bad as they sound)!"
12,3.0,5.0,0,0,I think he makes social theory about as interesting as it could possibly be.  You can tell he is very knowledgeable about what he teaches.  He is a very tough grader.
13,4.0,4.0,0,0,He's a great teacher and really cares about whether you know the material or not. The papers and test are HARD but if you do the (mandatory) reading notes every day then it shouldn't be too bad.
14,2.0,4.0,0,0,Kurzman is a difficult lecturer and even more difficult grader. The paper assignments are ludicrous
15,4.5,3.0,0,0,"Kurzman is an AWESOME sociology professor. The course material doesn't exactly lend itself to fascination, but Kurzman is clear and explains exactly what you need to know. The exams aren't bad as long as you listen to his instructions and they are open book so be sure to take notes verbatim. He is great."
16,4.0,4.0,0,0,"I guess he hasn't taught this in a few years, but he must've gotten better because he is AMAZING. Generally this would be a super boring course, but Kurzman makes it simple, clear and to the point. He grades kind of hard, but it willing to work with you. Learned so much, which I needed as a soci major."
17,4.5,1.0,0,0,"I loved this class. The subject matter can seem obscure at times (Foucault, Haraway, etc) but Kurzman's lectures are engaging and clear. However, the TA's were painfully out of sync with the material. As long as you do all the work, an A is guaranteed. Definitely worth it."
18,1.0,4.0,0,0,No Comments
19,1.0,4.0,0,0,No Comments
20,5.0,3.0,0,0,No Comments
1,5.0,2.0,0,0,"Dr. Lindquist was a great choice for NSCI 395! This is mostly independent research in which she is not too involved, but she will give you guidance on the paper or any logistics if you ever need help. She is super easygoing, and if you do your work, it's hard not to get an A. "
2,5.0,3.0,0,0,"I had Dr. Lindquist for the class portion of the Senior Honors Thesis in Psychology this past semester. She was a great professor! She's a researcher too, so she's very knowledgable about thesis-related things."
3,5.0,1.0,0,0,Love Professor Lindquist! She's super knowledgeable and genuinely nice to people. You need to take this class if you are interested in this subject!!!
4,4.0,3.0,0,0,"Pretty solid first year seminar. Interesting studies, sometimes didnt feel like I learned much but Lindquist is very nice and knowledgeable."
5,5.0,2.0,0,0,"Easily my favorite class during my first year. Dr. Lindquist is incredibly knowledgeable and is a leader in the field. She's really down to earth and is pretty light on her grading. Interesting material, too. While the final project can be a lot of work, it's also pretty fun. A fantastic seminar!"
6,5.0,1.0,1,0,Lindquist gave a really inspirational first year seminar that incorporated a good balance of group discussion and lecture. She allowed us to think deeply about material without loading us with homework. Make sure you really participate and don't get lazy because participation matters. She's a brilliant person and a really caring professor.
7,5.0,3.0,0,0,Professor Lindquist made class very interesting and engaging. She clearly was very knowledgeable and wanted us to learn as much as we could. I would get excited to come to class even though it was a late class on Fridays. I would highly recommend taking any class she teaches!
8,5.0,2.0,0,0,Do anything you can to have her as a teacher.
9,5.0,2.0,0,0,"She knows her stuff.  She's intelligent and very well spoken but is never condescending.  You don't have to like psychology to enjoy the class. There was a lot of outside reading of scientific articles, but you can skip or skim one here and there, and you'll  be absoultely fine! She also provided study guides for exams. Very inspiring class!"
1,2.0,1.0,0,0,"She's nice but I didn't enjoy this class much. The content was disinteresting to me, she calls on people at random, and the excessive amount of GRQs was unnecessary. Grading was pretty fair and lots of extra credit. I've taken 8 PSYC classes, I think it may  be harder for people who haven't had psyc experience, especially for a 100-level course."
2,2.0,1.0,0,0,"The final project was graded horrendously, along with the other papers throughout the semester. Not really bad grades, but points taken off and no real explanation. She wants to randomly call on people in class too, so be prepared to have an anxiety attack!! "
3,4.0,3.0,0,0,"Dr. Li is very passionate and knowledgeable about child development psychology. Two lectures and one group activity each week. Her exams were tough, but she offers enough credit from papers and participation that it is still possible to get an A. She really cares about each of her students, so if you put in the work this is a great class!"
4,5.0,2.0,0,0,"Dr. Li is a really skilled lecturer, she is engaging and funny. She begins every class by playing music relevant to the topic of the lecture and often includes memes or other pop culture references in her slides. There are several readings, more so in the beginning but they are completely necessary. Big group project at the end. Dr. Li is great."
5,4.0,2.0,0,0,"Reading the textbook will get you a better score on the tests than going to every lecture. The lectures weren't the most engaging, but the content was interesting. There's lots of flexibility in the course (EC, dropping the lowest grade in every category other than test) so it's important to be strategic."
6,2.0,3.0,0,0,"This class is conceptually easy (mostly common sense). The TAs do all of the grading so if you get stuck with one that grades harshly you're out of luck. Dr. Li is not super approachable but she does try to implement feedback. Overall, I think the course content is interesting but don't go in expecting an easy A. "
7,4.0,3.0,0,0,"This was an interesting class, but wasn't an easy A for a gen-ed requirement. Several papers, a final group project, 3 exams, a final, and frequent check-up quizzes. There's some peer discussion in class, but it is mostly lecture-based. This topic is worth learning about, but it was definitely a more challenging course than I expected it to be. "
8,5.0,2.0,0,0,The class isn't hard and the content is interesting. There were three unit exams that were each worth 10%. There were four papers throughout the course and she dropped the lowest paper grade. She also offers a free one-week extension for any one of the papers. The final was an exam and a group project. I highly recommend taking this class. 
9,5.0,3.0,0,0,"Professor Li is super accommodating and understanding. Almost every type of assignment has a ""drop lowest"" including participation and papers. She does a great job at making diversity a focus in the course which was refreshing. Lectures were always easy to understand. A lot of textbook readings but that's pretty expected from a psych class. "
10,4.0,3.0,0,0,She was a good professor and her lectures were pretty straightforward but her exams are set to like 20 questions so it was easy to miss one or two and make a B. Quiz every friday but you can take with a group the second try 
11,3.0,2.0,0,0,"Not many assignments. Pretty easy class, but she's oddly uptight about it. I also noticed she slipped up a few times content-wise, but never corrected herself. And the exams aren't difficult, but they're harder than you'd expect. That said, they're open book and open internet, so even if you don't know something, you can probably find it."
12,5.0,4.0,0,0,"She as an amazing teacher, unfortunately I didn't get the best grade because I was focused on other things, but she was amazing and would help you no matter what and would even reach out to you for help when she saw you were struggling. "
13,5.0,3.0,0,0,"I have to give her a 5/5 because of her character. The class was quite decent, and the lectures were solid, albeit sometimes a little boring. Rosa was awesome though, I liked it a lot when she made jokes, and she was always highly organized, prepared and understanding. She is an excellent professor and person. "
14,4.0,2.0,0,0,"Professor Li is a pretty good professor. The layout of the course is really nice and organized. There's a lot of working in groups, so this would be a good class to take with your friends. The course content is generally very interesting and she explains things well. The work load is very doable. She makes it very easy for her students to succeed"
15,3.0,3.0,0,0,Dr. Li was understanding of pandemic stress; you can get an extension on anything. I found this class boring as I knew a lot from being a teen on social-still overcomplicated. Lectures go fast and can be confusing- if you have a q she'll often have you search through the hour long recordings or long readings. A nice person and not hard to get an A
16,2.0,4.0,0,0,"60% of your grade is determined by two exams in this class. I have gotten A's in participation, essays, and projects and then grinded for the exams and finished class with an 89.51. I assumed this would round up and I even emailed her but she wouldn't."
17,3.0,4.0,0,0,This course is pretty easy but it is impossible to do well in it if you do poorly on the midterm or final. They both make up 60% of your final grade!! Tests count for so much that the other minor assignments barley affect your grade.
18,5.0,2.0,0,0,"Dr. Li was extremely understanding of COVID and its effects on students and worked hard to overcover the barriers of hybrid learning. Her class is heavily weighted on two exams, but both are completely based on the lectures, and the criteria for assignments were always clearly established. One of my favorite professors in the psych department!"
19,4.0,4.0,0,0,"Overall a pretty good class. 60% of the grade comes from two exams so if you don't do well on one it's hard to do well in the class, but what will be on the exam is pretty clear. Several papers/projects, but those were fairly straightforward."
20,2.0,3.0,0,0,This course is pretty easy but it is impossible to do well in it if you do poorly on one of the exams. The tests count for so much that the other assignments barley affect your grade. The assignments are mostly group assignments with a group of 2-3 that she selects. This class may have been worth it if it counted as a general education requirement.
1,5.0,3.0,0,0,The amount of inappropriate jokes this woman makes is hilarious!
2,4.0,4.0,0,0,"Attending class is mandatory, as she says things during class that do not appear in the readings. I'm not a science person and thought this class was difficult because of the amount of science-based terminology in the first half of the class, but not impossible. Would highly encourage to read the lectures and start studying several days in advance."
3,5.0,3.0,0,0,"Dr. Loeb is an amazing professor. Her lectures are super engaging and fun; she explains concepts in a way that makes so much sense. Textbook readings can be a lot, make sure to start in advance. She clearly loves psychology and is so knowledgeable on the subject. I can not recommend her enough, if you are taking psyc 101 take it with Dr. Loeb!"
4,4.0,3.0,0,0,"Loeb is a great professor and obviously cares a lot about what she teaches. She does not post any slides to go back and look at outside of class, so make sure you go to class to get the information. Take good notes for the exams, they are tough, but manageable if you go to CLASS. Loeb was a great professor, but I am glad Psych 101 is done. "
5,5.0,2.0,0,0,"Dr. Loeb is awesome. She makes lectures engaging and interesting. With that said, to do well on exams attendance is mandatory and you MUST read the textbook. This class also had the most extra credit opportunities I have ever had in a college course."
6,4.0,3.0,0,0,"Dr. Loeb is very nice and generous with grades. Her funny anecdotes seem initially engaging, but eventually became corny and irrelevant. Exams weren't a great indicator of core content mastery, more regurgitation of niche class examples. Class is run by TAs, which can lead to confusion. Overall, a decent experience with a few hiccups along the way."
7,5.0,3.0,0,0,"Great professor, engaging lectures. Exams can be tricky, so be sure to read the textbook and attend lectures. 10/10. "
8,5.0,3.0,0,0,"Dr. Loeb is honestly so amazing. She's very passionate, her lectures are intriguing, she's witty, and she gives a lot of extra credit for the students to succeed. Although her exams can be tough, the class is not predominantly exam-grade-based. I love her and I would definitely take her again. "
9,5.0,2.0,0,0,I loved this professor. The tests were very easy and reflected the content. As long as you download her notes outlines and read it will be fairly easy. She also curves A LOT. The first test she curved 8.5 points. She is funny and her lectures are super engaging. The only slightly annoying thing is the heavily weighted attendance policy.
10,5.0,3.0,0,0,"Prof Loeb is amazing. Great lectures, very clear grading and class outline, and relates well to students. Class isn't hard if you do the readings and pay attention. Would absolutely take her class again. "
11,4.0,4.0,0,0,"Loeb has very engaging lectures and knows her stuff. However, your tests count for a lot of your grade, and they're definitely difficult. If you're not good at applying content/info, then be prepared b/c the tests are all application. Participation matters. I really enjoyed the class and her lectures, but I have found it difficult to keep an A. "
12,5.0,4.0,0,0,"LOVE Dr. Loeb. Tests are definitely hard and there is a lot of reading, but she is genuinely so caring. Lectures were always hilarious and she is so passionate about the subject. Definitely a good balance of difficulty, and I learned a lot. "
13,5.0,3.0,0,0,"Dr. Loeb is awesome!!!! Great lecturer, very engaging. Lots of opportunities for points/ to boost your grade. Heavy on reading but if you do it, exams are not difficult. Participation is a big part of your grade!"
14,5.0,4.0,0,0,She is very kind and understanding! There are many opportunities for extra credit but the exams can be pretty difficult. If you study and read the textbook this class should be pretty easy. 
15,5.0,3.0,1,0,"Prof. Loeb is genuinely one of the best teachers I've ever had. Even in a 200-300 person lecture hall it was so easy to learn from her. She makes content relatable and always cracks jokes. There is so many opportunities for EC and as long as you stay on pace with textbook readings and listen to lectures, it's a super easy course, def. recommend!"
16,5.0,2.0,0,0,"If you read the textbook, take good notes and pay a little bit of attention during class then it'll be easy, you just need to study a bit before each exam. she gives a lot of extra credit and bonus points on exams, so it boosts your grade by a lot"
17,5.0,4.0,0,0,"Loved Professor Loeb. Super interactive and does extra credit if you answer questions or participate. Her in-class assignment, which shows you are present in class, are not graded on accuracy, which is nice, but she usually tells the answer eventually. Great at making topics relatable to students."
18,5.0,3.0,0,0,"Lots of extra credit opportunities. Loeb is a great lecturer and the class is super interesting. We have quizzes which are easy, exams aren't difficult but do require a lot of studying/memorization. Reading the textbook is important. Attendance isn't technically mandatory but there are in class assignments you can only complete if you go. "
19,5.0,2.0,0,0,"Favorite professor so far at UNC. Lectures are witty, entertaining, and easy to follow. She is very well spoken and makes psychology fascinating. The workload consists of one-two textbook readings a week, which are 30 pages and come with an easy quiz. Exams are considered to be tough, but your reading notes help and she gives exam extra credit!"
20,5.0,3.0,0,0,"passionate prof. She changed tests to closed notes 3 weeks prior to the exam after the drop period; however, she gave a massive bonus credit. Lots of extra credit. I would recommend doing these things to get a good grade... read EVERYTHING, take notes, annotate note outlines she gives, find examples for concepts.
Great prof, I highly recommend!"
1,5.0,2.0,0,0,Dr. Maman is a great lecturer! She makes broad topics easier to understand and also provides lots of outside resources to help her students succeed in her classes. She is also kind and understanding when it comes to due dates. A great choice as a professor for any health behavior/public health class!
1,3.0,2.0,0,0,"Professor Marks was a pretty solid teacher. He was really passionate about the material and was willing to talk outside of class. The class itself wasn't very hard. Your grade comes from attendance/participation, a presentation or a debate (your choice), a final paper, and a midterm and final there were both take home. Attendance is mandatory."
2,5.0,2.0,0,0,Professor Marks is a fantastic lecturer and cares very much for his students. While the class was writing/essay heavy he gives students all the necessary resources to succeed in the class. And his worldly perspective and experiences makes learning from him even more enjoyable.
3,5.0,2.0,0,0,"Professor Marks is incredible - he is obviously very knowledgeable on the subject (he's legitimately famous in the worldwide POLI community) and incredibly easy going. He has pretty clear cut grading criteria, and I feel like he takes into consideration the effort you put into the work when grading. Overall, he's an amazing professor - take him."
4,5.0,3.0,0,0,"He is the best professor I have ever had at UNC. He lectures a lot, but they're actually really interesting. He is incredibly nice, will get back to you ASAP, always willing to meet with you, and is very positive. He harshly critiques writing, but doesn't necessarily take points off because of it - he just wants you to be a better writer. Love him."
5,5.0,2.0,0,0,"Great Poli lecturer. He's an expert in European politics, and is very well-connected with post-grad and international opportunities. I've taken two of his classes! Fairly easy A if you do your work, and Prof. Marks genuinely cares about your success and you as a person. He was very understanding about COVID circumstances. Class is lecture heavy."
6,5.0,4.0,0,0,Prof Marks is seriously like the smartest professor I have ever had. He's a legitimately famous political scientist & it's a privilege to take a class w him. Weekly debates were interesting. He tends to monologue during discussion but honestly I loved hearing what he had to say so no complaints from me. Plz take a class w him if you can!!
7,5.0,2.0,0,0,"Professor Marks is a credit to his profession. Passionate and knowledgeable lectures combined with personal anecdotes allowed for an excellent classroom experience. Marks was a reasonable grader and understanding teacher, and I greatly enjoyed my time spent in his classroom"
8,5.0,2.0,1,0,A brilliant political scientist. His class is a real treat for those who have a particular interest in European politics. Lectures are woven with British wit and very informative experiences from Dr. Marks -- his stories of doing research during the Cold War are particularly intriguing. He had a clear system of grading with feedback.
9,5.0,2.0,1,0,"Fairly easy A. He's British & his stories were awesome. (Ask him about his time in East Berlin!) His wife is also an awesome Poli professor, and we interacted with her too. Doesn't allow electronics, and lectures sometimes got a little long, but overall I would definitely take a class with him again."
10,4.0,4.0,0,0,"I loved Marks and his lectures. His insight to all things European was very helpful as well. However, his TA did all the grading (Dave Attewell), and he graded very harshly."
11,3.0,4.0,0,0,"Professor Marks is a good prof. He engages with the class and works hard to explain materials. he cancelled class frequently due to travel, which was nice. However, there are only 3 grades, and they are all graded by the TA. Dave Attewell was our TA and he graded very difficult. Take a class with Marks if there is no TA, and Avoid Dave Attewell!"
12,4.0,3.0,0,0,"Professor Marks is incredibly smart and well known.  His class is lecture based and there are only 3 grades - midterm, paper, and final.  Depends on the TA as far as the grading, but Professor Marks does a good job of explaining and promoting discussion"
1,3.0,1.0,0,0,Poli 434 was a very easy class. 55% of the grade came from either attendance or assignments that were graded on completion. She takes attendance but does so randomly. As long as you show up to class and turn things in you will get an A or an A-.
2,3.0,3.0,0,0,"She lectured a lot and would go off on tangents that meant we didn't cover all the material in class. Her lectures were also a little hard to follow at times. Overall tho, I learned a lot abt Mexican politics and feel informed enough to speak on current events. She gives lots of little low-stakes assignments. Its a lot of work but not too hard."
3,5.0,2.0,0,0,"I absolutely loved profesora Martinez-Gallardo. She is so passionate about Latin American politics, and was so so kind. I'm taking her POLI-434 course this Spring, and I'm super excited! "
4,1.0,3.0,0,0,"Tedious lectures. Irresponsive professor. We didn't know any of our grades until right after the final. Pretty disorganized as well. Easy material, but the grading style was a little odd. "
5,5.0,2.0,0,0,"The absolute cutest. I love this woman. She's so caring, kind, and involved. Really stresses mental health and learning to learn, very flexible. Totally recommend her Poli 238 (latin america) or Poli 434 (mexico)!"
6,4.0,2.0,0,0,"She is clearly passionate and knowledgeable about Latin American politics, and that can come through by means of information overload - she sometimes gets lost in all the things she wants to say. However, she is very sweet, clearly cares about her students, and will give you plenty of opportunities to bring your grade up. Easy grader!"
7,4.0,1.0,0,0,"Gallardo-Martinez is super sweet, caring, and understanding. Lots of extra credit. Pretty easy course. Lecture heavy. Overall, pretty ok course, which I enjoyed it more."
8,4.0,4.0,0,0,"Professor was respectful, knowledgeable, and understanding. This class is a good foundation for contemporary Latin American politics. Readings for this class were accessible, and the due dates were clear as well. I would suggest paying attention to the readings and studying reading questions will prepare you other topics and exams."
9,4.0,2.0,0,0,"Super sweet, caring, and loves the topic. I recommend taking this class especially if you're a Poli Sci major! Cons: readings can be long, exams have few questions (but are fairly easy), she's a little disorganized and can get off topic Overall I def liked it, lots of EC, interesting topics, sweet woman!!!"
10,5.0,3.0,0,0,Great professor. CMG was always willing to help and her class was very engaging.
11,2.0,1.0,0,0,"CMG shifted the class so that 35% of course grade comes from participation--which I think was supposed to make it easier (given COVID), but actually just culminated in the expectation that you do like 100 forum posts over the course of the semester. The whole class is tedious busy work and is not very interesting. Take HIST 242 with M. La Serna."
12,5.0,2.0,0,0,"CMG is great! very kind and caring during COVID times. Lectures can drag if you're not interested in the material, but the content is very interesting! Midterm and Short paper and Final not too difficult. Discussion posts before every class."
13,5.0,4.0,0,0,"She's truly amazing! In COVID times, she really understood that her class couldn't always be a mental priority for us. The class is very much based on paying attention to the notes so you get out of the class what you put in. The exams are very straightforward if you pay attention. I adore Prof. Martínez Gallardo as an instructor and as a person."
14,4.0,2.0,0,0,She really cares about her students' mental health and is not a harsh grader. I managed an A in both the midterm & final and studied 1hr for each. So long as you keep up w the little assignments it's not a difficult class! She's a great person in general & very knowledgeable about the content
15,5.0,2.0,0,0,A gem. She is very understanding of Covid plus gave us days where we chose to make class optional because of outside factors. Knows sooo much about Latin America. Participate and do the discussion questions and you should be good. Her paper is easy and midterm was quite simple. Overall a great professor.
16,4.0,2.0,0,0,"great professor, sometimes a bit unclear but was always willing to answer questions. willing to stay after class. a bit hard to reach at times. PARTICIPATE in class discussions, she really cares about that. nice person who was willing to work with you if you had issues. if you do the readings, and the assignments (not many) you should be fine"
17,5.0,3.0,0,0,"CMG is a real gem! Although this semester was hectic with things moving online due to COVID-19, she always made sure to let students know that she was available. Her lectures are engaging and even though the reading can be extensive at times, it is interesting if you enjoy Latin American politics. One paper, participation, a midterm, and a final."
18,4.0,3.0,0,0,"She is a nice teacher, and is very passionate about the material. Her grading rubric is clear, 25% participation, 25% midterm, 25% paper, and 25% final. If you skim the readings and take notes in class, you'll do fine."
19,4.0,3.0,0,0,"Prof. Gallardo's class was impactful and engaging. She isn't always clear about what readings you need to be doing, but you definitely don't need to do all of them, just pay attention to her lectures. Her exams were difficult but the subject matter was fascinating and she really knows her stuff. All in all a very nice woman and cool professor."
20,3.0,3.0,0,0,I cannot stress how there are only four grades in the entire class. You cannot do bad on one assignment if you want to do well in the class. The subject matter is very interesting but CMG seems very out-of-it in class. She gets off topic quickly and very often. Lectures were long and often boring. Don't take unless needed for your major.
1,5.0,2.0,0,0,"This class was challenging, but Professor Martin always did her best to help students grasp difficult concepts. I came into this class with no coding experience, but I learned so much by the end of the semester. I would highly recommend taking her class. She is also very lenient with grading and she is always available to help students. "
2,5.0,3.0,0,0,"Professor Martin made coding so much less scary than I thought it would be. I knew nothing coming in, and was able to complete a large scale project by the end of the semester. She is so patient and will always give help when you look for it. I cannot recommend her enough. "
3,5.0,2.0,0,0,"POLI281 is pretty difficult subject material, but Dr. Martin's lectures made it really easy to understand. You have a long time to work on the homework assignments and collaboration with other students is encouraged. As a major who wants to follow this career path, this was exactly what I was looking for from this class."
4,5.0,3.0,0,0,"Dr. Martin is one of the best UNC professors if you have the chance to take her class do it!  The content was a bit difficult, but she gives students opportunities to ask for help when needed.  She is very caring and was willing to push several due dates back when needed.  I thought I'd hate the class bc it is coding but she made it really easy."
5,5.0,3.0,0,0,Professor Martin is super competent and makes learning coding easier than it should be. She is also super accessible outside of class if you are struggling along with the ULAs.
6,5.0,3.0,0,0,Lucy is a goat and any political science student at Carolina should be ashamed if they don't take a class with her. 
7,5.0,4.0,0,0,"I have loved Prof Martin! She is really funny and generally pretty kind. She seems to have really high expectations, but I'm not sure how much of that is just the expectation for a 400-level class. Lectures are very fast-paced, tough to take written notes. Grade is mostly papers and exams, but decently fair grader!"
8,5.0,3.0,0,0,Prof Martin is one of the best professors I had at UNC. She is extremely caring and understanding while still challenging students to learn and expand their skills. I came in with very little knowledge of the material and ended the class thoroughly enjoying it. She was always willing to meet to discuss the material and assignments. 10/10 professor!
9,5.0,3.0,0,0,Professor Martin is one of my favorite professors i've had while at UNC. She teaches 281 very well and will ALWAYS answer any questions that people have. The ULAs are also very helpful on assignments and group work is fun if your group is engaged. Would definitely recommend this class with Prof. Martin!
10,5.0,2.0,0,0,"Professor Martin taught this class very well. Generally, each class consisted of half lecture time and half hands-on practice time. Prof Martin and the LAs were always available for the practice time, so it was very easy to get help if you didn't fully understand the lecture. Not hard to get an A if you go to lectures and do the practices."
11,5.0,4.0,0,0,"Very difficult class, but Martin is extremely caring and aware of the difficulties this class possesses. She is flexible with deadlines and is always willing to help. Genuinely cares about students learning and overall well-being."
12,5.0,2.0,0,0,"Professor Martin is by far the greatest professor I have ever had. She is kind, understanding, and resourceful. The material is difficult especially if you are not much of a tech person, however, Professor Martin and the ULAs will help you on every assignment. As long as you put in the work and ask for help, you will succeed in this course."
13,5.0,4.0,0,0,"Professor Martin was great! The class isn't easy, but it's also not prohibitively difficult. I came in with no knowledge of coding and left feeling like I can actually use this software in my day-to-day life. She was incredibly flexible and understanding both pre and post-coronavirus, and was very mindful to look out for her students. I recommend."
1,5.0,4.0,0,0,"Prof McGuire is a great professor. He is witty so lectures are usually fun. He does rely heavily on test grades for the final grade, which is difficult if you have test anxiety. He is easy to reach and willing to accommodate. Great professor and I will be taking a class with him again."
2,5.0,3.0,0,0,"Amazing professor!!!! The material is quite interesting, he made it easy to actively participate and made students question their own judgement (in a good way). The exam questions are written answer and very straight forward but he's quite picky about your wording and specificity (beware!). PUT IN THE TIME TO STUDY
"
3,5.0,2.0,0,0,"Prof. McGuire's class is unlike anything I've ever taken. At its root, you learn and understand court precedent through exploring and debating in class an issues history. About 80% of every class was devoted to discussion, which he drove with an energic albeit unhinged style. The class is based on tests which aren't hard if you know your stuff."
4,5.0,3.0,0,0,Professor McGuire is amazing. He makes material that would be dry to many very interesting and fun to learn due to his charismatic lecture style and wide breadth of knowledge. Anyone who has an interest in American Law should seriously considering taking this class or any others taught by Professor McGuire. 
5,4.0,3.0,0,0,"Great professor, really engaging, and pushes you to think critically about the positions you hold relative to the cases discussed. 3 exams and forum posts are all the grades in the class. Like has been stated before, no surprises and pretty straight forward. "
6,2.0,4.0,0,0,"Professor McGuire is a really nice guy and definitely wants to help, but I have never taken a more boring class at UNC - especially in the Poli department. Every class is just him lecturing about Supreme Court cases, and although that's the content of the class, he could have done so much more to make it engaging. A warning might have been nice."
7,5.0,3.0,0,0,"Awesome lecturer and very knowledgeable about the stuff he talks about. He normally gives the facts of the case and has the class discuss what we think about it. He's also really good at expressing the arguments for both sides of the case, which makes the class a lot more interesting. Test are straightforward and don't have any surprises"
8,1.0,5.0,0,0,"Confusing. Last minute assignment changes, poor feedback, lack of clarity in class, assignment,mark and comments. RUDE."
9,5.0,4.0,0,0,Professor McGuire is by far the best professor Ive had at UNC and this is one of the most interesting classes I have taken as well. His lectures are very interesting and riddled with dad jokes. He goes over most cases in class and the rest come from the book. Graded on 3 tests and discussion posts on piazza.
10,4.0,2.0,0,0,His lectures are very interesting but he does not go over all the cases you will be tested on so prepare to read the textbook for certain cases. Pretty cool guy until you get to controversial cases where he has to play devil's advocate to make students participate in the discussion.
11,5.0,4.0,0,0,"McGuire is dedicated to making you understand why court cases were decided the way they were and on what basis. He is fascinating, knowledgeable, and tells great dad-jokes. He is a must for any POLI student focusing on US constitutional politics. He expects precise answers but exams are based in the lectures - no surprise questions."
12,3.0,3.0,0,0,"Prof McGuire is a nice guy and his lectures are interesting enough. Your grade for the class is almost entirely based on three case-analysis exams (28% each) and there is no extra credit. He's quite a rigorous grader, wanting your answers to be exact and not really entertaining much creative interpretation. But an overall cool guy and solid prof!"
13,4.0,3.0,0,0,"This is the 3rd class I've taken with McGuire & he's a great professor. (FYI they're all the same in terms of format). During Zoom Uni he's recorded & posted all his lectures online. I also recommend utilizing Oyez for his classes, it helps a lot! There aren't a lot of grades but if you pay attention & take notes it's fine! Dry but great humor"
14,5.0,3.0,0,0,"McGuire is easily one of the best professors in the poli sci department. If you have any interest in the Supreme Court or are considering law school, definitely take this class! McGuire's lectures are fun and engaging, but it is worth noting that attending class is essential to doing well in the class."
15,5.0,2.0,0,0,"All assignments and exams were super clear and easy to understand. The textbook readings were short and clear as well. His exams are only hard if you don't attend class or are not able to independently understand the readings, as we never go over them in class. McGuire as a person is hilarious and very understanding. Would take any class with him!"
16,5.0,3.0,3,0,"If you're a political science major or interested in the Supreme Court, take this class. Professor McGuire is easily one of the best teachers I have had here at UNC, no cap. The grading and assignments are clear and McGuire makes the class enjoyable. Also, McGuire is definitely the funniest teacher at UNC."
17,5.0,3.0,1,0,"McGuire is hilarious and super knowledgeable about his subject. He is very caring, but also is not afraid to call you out- in a funny way. The class is based off 3 in-class essays which total to 10% of your grade and then 3 exams that are 30% each of your grade. The final is essentially a 3rd exam and only based on material after the 2nd exam."
18,5.0,3.0,0,0,"Professor McGuire is my favorite Poli professor because of the clear and interesting way he teaches.  Though test prep may take some time, there are no curve balls on his tests.  Attendance and participation aren't required, but by going and paying attention you'll have all that you need for the lecture part of the tests.  Very nice and funny guy!"
19,4.5,3.0,0,0,"Professor McGuire has become one of my favorite professors at UNC. If you're interested in anything related to the Supreme Court or the Constitution, he's the best pick. I've also taken his Supreme Court class and it was excellent! Professor McGuire is a fantastic lecturer and always encourages student dialogue. "
20,4.5,2.0,1,0,Professor McGuire has been one of my favorite professors at UNC. The course was 4 non cumulative tests and a 10 page paper. He is clear about expectations and he is an engaging lecturer. If you are pre-law I would highly suggest taking him as this class is mostly constitutional case study.
1,2.0,4.0,1,0,"I wanted to love this class. Unreasonable readings. PPTs (not posted) have more flair than substance. The random musical outbursts were endearing until they quickly weren't. He lectures in this dramatic, rehearsed voice and at times it seems like he's more interested in putting on a performance than making sure students understand the content. "
2,5.0,2.0,0,3,"Everyone should take a class with Meier. He's passionate about the subject, and does a good job of explaining what the real world implications of ethical frameworks are. This class is great for anyone who wants to engage with public policy. For the people complaining about the difficulty or readings, maybe the honors section wasn't the best choice."
3,5.0,4.0,0,1,"Professor Meier is one of the best professors I've had at UNC. I couldn't recommend him more. His teaching style is a bit unconventional (frequently sings during class), but it makes the class memorable. He does assign a ton of reading, but it is almost always interesting and topical. He is by far the most passionate teacher I have ever had at UNC."
